Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Jay Paul",3.4,"United States","real estate",891,73,"San Francisco, California","United States",Married,NULL,"Bachelor of Arts/Science, Boston University",1
"Patrick Ryan",3.4,"United States",insurance,891,83,"Winnetka, Illinois","United States",Married,3,"Bachelor of Arts/Science, Northwestern University",1
"Frank VanderSloot",3.4,"United States","nutrition, wellness products",891,72,"Idaho Falls, Idaho","United States",Married,14,"Bachelor of Arts/Science, Brigham Young University",1
"Kelcy Warren",3.4,"United States",pipelines,891,65,"Dallas, Texas","United States",Married,1,"Bachelor of Arts/Science, University of Texas Arlington",1
"Vladimir Yevtushenkov",3.4,Russia,"telecom, investments",891,72,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Mendeleyev Chemical Engin; Master of Science, Moscow State University",1
"Somphote Ahunai",3.3,Thailand,"renewable energy",925,53,"Bangkok, Thailand",Thailand,Married,3,"Master of Business Administration, Joseph M. Katz Graduate School of Business",1
"John Arnold",3.3,"United States","hedge funds",925,47,"Houston, Texas","United States",Married,2,"Bachelor of Arts/Science, Vanderbilt University",1
"Neal Blue & family",3.3,"United States",defense,925,86,"San Diego, California","United States",Widowed,NULL,"Bachelor of Arts/Science, Yale University",1
"Joseph Edelman",3.3,"United States","hedge funds",925,65,"New York, New York","United States",Married,NULL,"Master of Business Administration, New York University; Bachelor of Arts/Science, University of California, San Diego",1
"Senapathy Gopalakrishnan",3.3,India,"software services",925,66,"Bangalore, India",India,Married,1,"Master of Science, Indian Institute of Technology",1
"B. Wayne Hughes",3.3,"United States","self storage",925,87,"Lexington, Kentucky","United States",Divorced,2,"Bachelor of Arts/Science, University of Southern California",1
"Samvel Karapetyan",3.3,Russia,"real estate",925,55,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Yerevan Polytechnic Institute",1
"Jim Koch",3.3,"United States",beer,925,71,"Newton, Massachusetts","United States",Married,4,"Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Harvard University; Master of Business Administration, Harvard University",1
"Yuri Kovalchuk",3.3,Russia,"banking, insurance, media",925,69,"St. Petersburg, Russia",Russia,Married,1,"Doctorate, St Petersburg State University",1
"Qi Xiangdong",3.3,China,software,925,50,"Beijing, China",China,Married,NULL,"Master of Business Administration, Beijing University of Science and Technology; Bachelor of Arts/Science, Changchun College of Posts and Telecommunications",1
"Tahir & family",3.3,Indonesia,diversified,925,69,"Jakarta, Indonesia",Indonesia,Married,4,"Master of Business Administration, Golden Gate University; Bachelor of Arts/Science, Nan Yang University",1
"Lucio Tan",3.3,Philippines,diversified,925,86,"Manila, Philippines",Philippines,Married,6,"Bachelor of Arts/Science, Far Eastern University",1
"Zhang Xin & Pan Shiyi",3.3,China,"real estate",925,55,"Beijing, China",China,Married,2,"Master of Arts, Cambridge University; Bachelor of Arts/Science, University of Sussex",1
"John Collison",3.2,Ireland,"payments software",956,30,"San Francisco, California",Ireland,Single,NULL,"Drop Out, Harvard University",1
"Patrick Collison",3.2,Ireland,"payment software",956,32,"San Francisco, California",Ireland,Engaged,NULL,"Drop Out, Massachusetts Institute of Technology",1
"Jack Cowin",3.2,Australia,"fast food",956,78,"Sydney, Australia",Australia,Married,4,"Bachelor of Arts/Science, University of Western Ontario",1
"Archie Aldis Emmerson & family",3.2,"United States","timberland, lumber mills",956,92,"Redding, California","United States",Married,3,"Diploma, High School",1
"Juan Carlos Escotet",3.2,Venezuela,banking,956,61,"A CoruÃ±a, Spain",Venezuela,Married,4,"Master, University of Miami",1
"Don Hankey",3.2,"United States","auto loans",956,77,"Malibu, California","United States",Married,4,"Bachelor of Arts/Science, University of Southern California",1
"He Zhaoxi",3.2,China,software,956,47,"Shenzhen, China",China,Married,NULL,"Bachelor of Engineering, Huazhong University of Science and Technology",1
"Thai Lee",3.2,"United States","IT provider",956,62,"Austin, Texas","United States",Divorced,2,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard Business School",1
"Mikhail Lomtadze",3.2,Georgia,fintech,956,45,"Almaty, Kazakhstan",Georgia,Single,NULL,"Master of Business Administration, Harvard Business School",1
"John Sall",3.2,"United States",software,956,73,"Cary, North Carolina","United States",Married,4,"Bachelor of Arts/Science, Beloit College; Master of Arts, Northern Illinois University",1
"Steve Wynn",3.2,"United States","casinos, hotels",956,79,"Las Vegas, Nevada","United States",Married,2,"Bachelor of Arts/Science, University of Pennsylvania",1
"Martin Ebner",3.1,Switzerland,investments,986,75,"Wilen, Switzerland",Switzerland,Married,NULL,"Doctorate, University of Florida; Bachelor of Arts/Science, University of Zurich",1
"Artem Khachatryan",3.1,Russia,retail,986,46,"Moscow, Russia",Russia,NULL,NULL,"Master of Science, Moscow State Mining University",1
"Li Zhongchu",3.1,China,software,986,57,"Beijing, China",China,Married,NULL,"Bachelor of Arts/Science, Wuhan University",1
"Sergey Lomakin",3.1,Russia,retail,986,47,"Moscow, Russia",Russia,Married,5,"Master of Science, Moscow State Mining University",1
"Herb Simon",3.1,"United States","real estate",986,86,"Indianapolis, Indiana","United States",Married,8,"Bachelor of Arts/Science, City College of New York",1
"Jerry Speyer",3.1,"United States","real estate",986,80,"New York, New York","United States",Married,4,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Columbia University",1
"Koos Bekker",3,"South Africa","media, investments",1008,68,"Cape Town, South Africa","South Africa",Married,2,"Master of Business Administration, Columbia Business School; LLB, University of Witwatersrand",1
"Ben Chestnut",3,"United States","email marketing",1008,46,"Atlanta, Georgia","United States",Married,2,"Bachelor of Arts/Science, Georgia Institute of Technology",1
"Philippe Foriel-Destezet",3,France,"employment agency",1008,85,"London, United Kingdom",France,Married,4,"Master of Business Administration, HEC Paris",1
"Gan Zhongru",3,China,pharmaceutical,1008,72,"Beijing, China",China,NULL,NULL,"Ph.D, Michigan State University",1
"Alec Gores",3,"United States","private equity",1008,68,"Beverly Hills, California","United States",Married,6,"Bachelor of Arts/Science, Western Michigan University",1
"George Kurtz",3,"United States","security software",1008,50,"Paradise Valley, Arizona","United States",Married,2,"Bachelor of Science, Seton Hall University",1
"Joseph Liemandt",3,"United States",software,1008,52,"Austin, Texas","United States",Single,NULL,"Drop Out, Stanford University",1
"Haim Saban",3,"United States","TV network, investments",1008,76,"Beverly Hills, California","United States",Married,4,"Diploma, High School",1
"Eddy Kusnadi Sariaatmadja",3,Indonesia,"media, tech",1008,67,"Jakarta, Indonesia",Indonesia,Married,4,"Bachelor of Engineering, University of New South Wales; Master of Science in Engineering, University of New South Wales",1
"Andrew Tan",3,Philippines,diversified,1008,71,"Manila, Philippines",Philippines,Married,4,"Bachelor of Arts/Science, University of the East",1
"Wang Changtian",3,China,"TV, movie production",1008,56,"Beijing, China",China,Married,NULL,"Bachelor of Arts/Science, Fudan University",1
"Cameron Winklevoss",3,"United States",cryptocurrency,1008,39,"New York, New York","United States",NULL,NULL,"Bachelor of Arts/Economics, Harvard University",1
"Tyler Winklevoss",3,"United States",cryptocurrency,1008,39,"New York, New York","United States",NULL,NULL,"Bachelor of Arts/Economics, Harvard University",1
"Zhang Lei",3,China,investments,1008,48,"Hong Kong, Hong Kong",China,Married,2,"Bachelor of Arts/Economics, Renmin University of China; Master of Business Administration, The Yale School of Management; Master of Arts, Yale University",1
"Ben Ashkenazy",2.9,"United States","real estate",1064,51,"New York, New York","United States",Married,3,"Drop Out, Adelphi University",1
"Sanjeev Bikhchandani",2.9,India,Internet,1064,57,"Delhi, India",India,Married,2,"Master of Business Administration, Indian Institute of Management, Ahmedabad; Bachelor of Arts/Economics, St Stephen's College (India)",1
"Bob Gaglardi",2.9,Canada,hotels,1064,80,"Vancouver, Canada",Canada,Married,4,"Bachelor of Engineering, Letourneau College",1
"Osman Kibar",2.9,"United States",biotech,1064,50,"La Jolla, California","United States",Married,4,"Bachelor of Arts/Science, California Institute of Technology; Bachelor of Arts/Science, Pomona College; Master of Science, University of California, San Diego; Ph.D, University of California, San Diego",1
"Kim Taek-jin",2.9,"South Korea","online games",1064,54,"Seoul, South Korea","South Korea",Married,4,"Bachelor of Arts/Science, Seoul National University; Master of Science, Seoul National University",1
"Pablo Legorreta",2.9,"United States",investments,1064,57,"Sag Harbor, New York","United States",Married,2,"Bachelor of Science in Engineering, Universidad Iberoamericana",1
"Liang Yunchao",2.9,China,"nutritional supplements",1064,52,"Guangzhou, China",China,Married,2,"Master of Business Administration, Sun Yat-sen University; Bachelor of Arts/Science, Zhongnan University of Economics and Law",1
"Farhad Moshiri",2.9,"United Kingdom",diversified,1064,65,"Monaco, Monaco","United Kingdom",Separated,2,"Bachelor of Arts/Science, University of London",1
"Matt Moulding",2.9,"United Kingdom",e-commerce,1064,49,"Cheshire, United Kingdom","United Kingdom",NULL,NULL,"Bachelor of Arts/Economics, Nottingham University",1
"Alexander Nesis",2.9,Russia,"metals, banking, fertilizers",1064,58,"Moscow, Russia",Russia,Married,5,"Bachelor of Arts/Science, Leningrad Technological Institute",1
"Lucy Peng",2.9,China,e-commerce,1064,48,"Hangzhou, China",China,NULL,NULL,"Bachelor of Arts/Science, Zhejiang Gongshang University",1
"Sebastian PiÃ±era & family",2.9,Chile,investments,1064,71,"Santiago, Chile",Chile,Married,4,"Doctorate, Harvard University",1
"Alexander Ponomarenko",2.9,Russia,"real estate, airport",1064,56,"Moscow, Russia",Russia,Married,3,"Master of Science, Russian State Academy of Management; Bachelor of Arts/Science, Simferopol State University",1
"Chad Richison",2.9,"United States","payroll processing",1064,50,"Edmond, Oklahoma","United States",Married,4,"Bachelor of Arts/Science, University of Central Oklahoma",1
"Arkady Rotenberg",2.9,Russia,"construction, pipes, banking",1064,69,"Moscow, Russia",Russia,Divorced,5,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture",1
"Paul Sciarra",2.9,"United States","social network",1064,40,"San Francisco, California","United States",Married,NULL,"Bachelor of Arts/Science, Yale University",1
"Alexander Skorobogatko",2.9,Russia,"real estate, airport",1064,53,"Moscow, Russia",Russia,Divorced,3,"Master of Science, Plekhanov Russian University of Economics",1
"Jeff Sutton",2.9,"United States","real estate",1064,61,"New York, New York","United States",Married,5,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1
"Glen Taylor",2.9,"United States",printing,1064,80,"Mankato, Minnesota","United States",Married,5,"Bachelor of Arts/Science, Minnesota State University",1
"Jon Yarbrough",2.9,"United States","video games",1064,63,"Franklin, Tennessee","United States",Married,2,"Bachelor of Arts/Science, Tennessee Technological University",1
"William Ackman",2.8,"United States","hedge funds",1111,54,"New York, New York","United States",Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",1
"Aneel Bhusri",2.8,"United States","business software",1111,55,"San Francisco, California","United States",Married,1,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business",1
"Norman Braman",2.8,"United States","art, car dealerships",1111,88,"Miami, Florida","United States",Married,2,"Bachelor of Arts/Science, Temple University",1
"John Catsimatidis",2.8,"United States","oil, real estate",1111,72,"New York, New York","United States",Married,2,"Drop Out, New York University",1
"Morris Chang",2.8,Taiwan,semiconductors,1111,89,"Hsinchu, Taiwan",Taiwan,Married,1,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology; Ph.D, Stanford University",1
"James Clark",2.8,"United States","software, investments",1111,77,"Palm Beach, Florida","United States",Married,4,"Bachelor of Arts/Science, University of New Orleans; Master of Science, University of New Orleans; Ph.D, University of Utah",1
"Doris Fisher",2.8,"United States","fashion retail",1111,89,"San Francisco, California","United States",Widowed,3,"Bachelor of Arts/Science, Stanford University",1
"Gary Friedman",2.8,"United States","Furniture retail",1111,63,"Belvedere, California","United States","In Relationship",2,"Drop Out, Santa Rosa Junior College",1
"Valentin Gapontsev & family",2.8,"United States",lasers,1111,82,"Worcester, Massachusetts","United States",Married,1,"Bachelor of Science in Engineering, Lviv Polytechnic National University; Ph.D, Moscow Institute of Physics and Technology",1
"David Gottesman",2.8,"United States",investments,1111,95,"Rye, New York","United States",Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Trinity College Connecticut",1
"Alan Howard",2.8,"United Kingdom","hedge funds",1111,57,"Geneva, Switzerland","United Kingdom",Married,4,"Master of Science, Imperial College London",1
"Travis Kalanick",2.8,"United States","software, investments",1111,44,"Los Angeles, California","United States",Single,NULL,"Drop Out, University of California, Los Angeles",1
"Timur Kulibaev",2.8,Kazakhstan,banking,1111,54,"Almaty, Kazakhstan",Kazakhstan,Married,3,"Bachelor of Arts/Science, Moscow State University",1
"Li Liufa & family",2.8,China,"steel, diversified",1111,63,"Ruzhou, China",China,Married,NULL,"EMBA, Peking University",1
"Li Sze Lim",2.8,"Hong Kong","real estate",1111,64,"Guangzhou, China","Hong Kong",Married,1,"Chinese University of Hong Kong",1
"Li Xiaohua & family",2.8,China,packaging,1111,59,"Yuxi, China",China,Married,NULL,"Master of Science, University of Massachusetts",1
"Liu Ming Hui",2.8,China,"natural gas distribution",1111,58,"Hong Kong, Hong Kong",China,NULL,NULL,"Master of Arts, Renmin University of China",1
"Rudy Ma",2.8,Taiwan,finance,1111,80,Taiwan,Taiwan,Married,2,"EMBA, National Chengchi University; National Taiwan University",1
"T. Denny Sanford",2.8,"United States","banking, credit cards",1111,85,"Sioux Falls, South Dakota","United States",Divorced,2,"Bachelor of Arts/Science, University of Minnesota",1
"Konstantin Strukov",2.8,Russia,"gold, coal mining",1111,62,"Chelyabinsk, Russia",Russia,Married,2,"Master of Science, Magnitogorsk MiningÂ and Metallurgical Institute",1
"Tony Xu",2.8,"United States","food delivery service",1111,36,"San Francisco, California","United States",NULL,NULL,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of California, Berkeley",1
"Timothy Boyle",2.7,"United States",sportwear,1174,71,"Portland, Oregon","United States",Married,2,"Bachelor of Arts/Science, University of Oregon",1
"John Paul DeJoria",2.7,"United States","hair products, tequila",1174,77,"Austin, Texas","United States",Married,6,"Diploma, High School",1
"Mitchell Goldhar",2.7,Canada,"real estate",1174,59,"North York, Canada",Canada,Single,NULL,"Bachelor of Arts/Science, York University",1
"Victor Jacobsson",2.7,Sweden,fintech,1174,39,"Stockholm, Sweden",Sweden,NULL,NULL,"Master of Science, Stockholm School of Economics",1
"James Jannard",2.7,"United States",sunglasses,1174,71,"San Juan Islands, Washington","United States",Married,4,"Drop Out, University of Southern California",1
"Vinod Khosla",2.7,"United States","venture capital",1174,66,"Portola Valley, California","United States",Married,4,"Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology; Master of Business Administration, Stanford Graduate School of Business",1
"Valentin Kipyatkov",2.7,Russia,"computer software",1174,44,"Prague, Czechia",Russia,Married,1,"Master of Science, Saint Petersburg State University",1
"Lu Zhiqiang",2.7,China,"real estate",1174,68,"Beijing, China",China,Married,NULL,"Master of Arts, Fudan University",1
"Sean Parker",2.7,"United States","social network",1174,41,"Los Angeles, California","United States",Married,2,"Diploma, High School",1
"Richard Peery",2.7,"United States","real estate",1174,82,"Palo Alto, California","United States",Married,4,"Bachelor of Arts/Science, Brigham Young University",1
"Tsai Ming-kai",2.7,Taiwan,semiconductors,1174,71,"Hsinchu, Taiwan",Taiwan,Married,2,"Bachelor of Engineering, National Taiwan University; Master of Science in Engineering, University of Cincinnati",1
"Oprah Winfrey",2.7,"United States","TV shows",1174,67,"Montecito, California","United States","In Relationship",NULL,"Bachelor of Arts/Science, Tennessee State University",1
"Mortimer Zuckerman",2.7,"United States","real estate, media",1174,83,"New York, New York","United States",Divorced,2,"LLM, Harvard University; Bachelor of Arts/Science, McGill University; Master of Business Administration, University of Pennsylvania, The Wharton School",1
"Brian Acton",2.6,"United States",software,1205,49,"Palo Alto, California","United States",Married,1,"Bachelor of Arts/Science, Stanford University",1
"Guilherme Benchimol",2.6,Brazil,"financial services",1205,44,"Rio de Janeiro, Brazil",Brazil,Single,2,"Bachelor of Arts/Economics, Universidade Federal do Rio de Janeiro",1
"Cai Dongchen",2.6,China,pharmaceutical,1205,68,"Luancheng, China",China,NULL,NULL,"Master, Chinese Academy of Social Sciences; Master of Business Administration, Nankai University",1
"Bruce Flatt",2.6,Canada,"money management",1205,55,"Toronto, Canada",Canada,Married,NULL,"B.Com, University of Manitoba",1
"Anthony Hsieh",2.6,"United States","mortgage lender",1205,56,"Newport Beach, California","United States",Divorced,NULL,"Bachelor of Business Administration, California State Fullerton",1
"Brad Kelley",2.6,"United States",tobacco,1205,64,"Franklin, Tennessee","United States",Married,3,"Diploma, High School; Drop Out, Western Kentucky University",1
"K.C. Liu",2.6,Taiwan,manufacturing,1205,67,"Taipei, Taiwan",Taiwan,Married,2,"Bachelor of Engineering, National Chiao Tung University",1
"Kalanithi Maran",2.6,India,media,1205,55,"Chennai, India",India,Married,1,"Master of Business Administration, University of Scranton",1
"C. Dean Metropoulos",2.6,"United States",investments,1205,75,"Palm Beach, Florida","United States",Married,2,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Babson College",1
"Alexey Repik",2.6,Russia,pharmaceutical,1205,41,"Moscow, Russia",Russia,Married,3,"Master of Science, The National Research University Higher School of Economics",1
"Steven Sarowitz",2.6,"United States","payroll software",1205,55,"Highland Park, Illinois","United States",Married,NULL,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",1
"Yuri Shefler",2.6,Russia,alcohol,1205,53,"Geneva, Switzerland",Russia,Married,4,"Bachelor of Arts/Science, Plekhanov Russian University of Economics",1
"Shum Chiu Hung & family",2.6,China,"real estate",1205,NULL,"Guangzhou, China",China,Married,NULL,"EMBA, Fudan University",1
"Stephen Smith",2.6,Canada,"finance and investments",1205,69,"Toronto, Canada",Canada,Married,3,"Bachelor of Science in Engineering, Queens University",1
"Dan Snyder",2.6,"United States","Washington Redskins",1205,56,"Potomac, Maryland","United States",Married,3,"Drop Out, University of Maryland",1
"Evan Williams",2.6,"United States","social network",1205,49,"San Francisco, California","United States",Married,2,"Drop Out, University of Nebraska Lincoln",1
"Wu Guangming",2.6,China,"medical equipment",1205,59,"Danyang, China",China,Married,1,"EMBA, China Europe International Business School",1
"Charles Zegar",2.6,"United States","Bloomberg LP",1205,73,"New York, New York","United States",Married,NULL,"Bachelor of Arts/Science, Long Island University; Master of Science, New York University",1
"John Arrillaga",2.5,"United States","real estate",1249,84,"Portola Valley, California","United States","Widowed, Remarried",2,"Bachelor of Arts/Science, Stanford University",1
"William Berkley",2.5,"United States",insurance,1249,74,"Coconut Grove, Florida","United States",Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, New York University",1
"Andrei Bokarev",2.5,Russia,"metals, mining",1249,54,"Moscow, Russia",Russia,Married,1,"Bachelor of Arts/Science, Finance Academy under the Government of the Russian Federation",1
"Jim Breyer",2.5,"United States","venture capital",1249,59,"Austin, Texas","United States",Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Stanford University",1
"Leon G. Cooperman",2.5,"United States","hedge funds",1249,78,"Boca Raton, Florida","United States",Married,2,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Hunter College",1
"Gerald Ford",2.5,"United States",banking,1249,76,"Dallas, Texas","United States",Married,6,"Bachelor of Arts/Science, Southern Methodist University; Doctor of Jurisprudence, Southern Methodist University",1
"Phillip Frost",2.5,"United States",pharmaceutical,1249,84,"Miami Beach, Florida","United States",Married,NULL,"Bachelor of Arts/Science, University of Pennsylvania; Medical Doctor, Yeshiva U Albert Einstein College of Medicine",1
"Mikhail Gutseriev",2.5,Russia,"oil, real estate",1249,63,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kazakh Technological Institute",1
"Hans-Werner Hector",2.5,Germany,SAP,1249,81,"Weinheim, Germany",Germany,Married,NULL,"Master of Science, University of Saarland",1
"Lee Hae-jin",2.5,"South Korea",Internet,1249,53,"Seoul, South Korea","South Korea",Married,2,"Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",1
"Mohamed Mansour",2.5,Egypt,diversified,1249,73,"Cairo, Egypt",Egypt,Married,2,"Master of Business Administration, Auburn University",1
"Najib Mikati",2.5,Lebanon,telecom,1249,65,"Beirut, Lebanon",Lebanon,Married,3,"Bachelor of Arts/Science, American University of Beirut, Lebanon; Master of Business Administration, American University of Beirut, Lebanon",1
"Taha Mikati",2.5,Lebanon,telecom,1249,76,"Beirut, Lebanon",Lebanon,Married,3,"Bachelor of Arts/Science, American University of Beirut, Lebanon",1
"Jerry Ng",2.5,Indonesia,banking,1249,56,"Jakarta, Indonesia",Indonesia,NULL,NULL,"Bachelor of Business Administration, University of Washington",1
"Nandan Nilekani",2.5,India,"software services",1249,65,"Bangalore, India",India,Married,2,"Bachelor of Arts/Science, Indian Institute of Technology",1
"Victor Pinchuk",2.5,Ukraine,"steel pipes, diversified",1249,60,"Kiev, Ukraine",Ukraine,Married,4,"Doctorate, Dniepropetrovsk Metallurgical Institute",1
"Matthew Prince",2.5,"United States",cybersecurity,1249,46,"Park City, Utah","United States",Married,NULL,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Trinity College Connecticut; Doctor of Jurisprudence, University of Chicago",1
"Rodney Sacks",2.5,"United States","energy drinks",1249,71,"Laguna Beach, California","United States",NULL,NULL,"Law Degree, University of Witwatersrand",1
"Kavitark Ram Shriram",2.5,"United States","venture capital",1249,64,"Menlo Park, California","United States",Married,2,"Bachelor of Arts/Science, University of Madras",1
"AndrÃ© Street",2.5,Brazil,fintech,1249,37,Brazil,Brazil,Married,NULL,"Bachelor of Arts/Economics, Fundacao Getulio Vargas; Certificate, Harvard Business School",1
"David Chen",2.4,Singapore,"online games",1299,40,"Singapore, Singapore",Singapore,NULL,NULL,"Bachelor of Science, National University of Singapore",1
"Dai Lizhong",2.4,China,"medical testing",1299,52,"Changsha, China",China,NULL,NULL,"Master of Science, Peking University; Ph.D, Princeton University",1
"Chetan Dube",2.4,"United States",technology,1299,55,"New York, New York","United States",NULL,NULL,"Bachelor of Science, Indian Institute of Technology Delhi",1
"Stephen Feinberg",2.4,"United States","private equity",1299,61,"New York, New York","United States",Married,3,"Bachelor of Arts/Science, Princeton University",1
"Gao Jifan & family",2.4,China,"solar equipment",1299,56,"Changzhou, China",China,Married,NULL,"Master of Science, Jilin University; Bachelor of Science, Nanjing University",1
"Geng Jianming",2.4,China,"real estate",1299,58,"Langfang, China",China,Married,1,"Master of Business Administration, Nanyang Technology University; Bachelor of Arts/Science, North China Institute of Astronautic Engineering",1
"Donald Horton",2.4,"United States",homebuilding,1299,71,"Fort Worth, Texas","United States",Married,2,"Bachelor of Arts/Science, University of Central Arkansas",1
"Gail Miller",2.4,"United States","car dealerships",1299,77,"Salt Lake City, Utah","United States",Married,5,"Drop Out, University of Utah",1
"Robert Miller",2.4,"United Kingdom",retail,1299,75,"Montreal, Canada",Canada,Divorced,2,"Bachelor of Arts/Science, Rider University",1
"Vadim Moshkovich",2.4,Russia,"agriculture, land",1299,54,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of Radioengineering, Electronics and Automation",1
"Gregorio Perez Companc & family",2.4,Argentina,"oil & gas",1299,85,"Buenos Aires, Argentina",Argentina,Married,7,"Drop Out, High School",1
"Dmitry Pumpyansky",2.4,Russia,"steel pipes",1299,57,"Yekaterinburg, Russia",Russia,Married,1,"Master of Science, Ural State Technical University",1
"Austin Russell",2.4,"United States","sensor technology",1299,26,"Los Altos, California","United States",Single,NULL,"Drop Out, Stanford University",1
"Hussain Sajwani",2.4,"United Arab Emirates","real estate",1299,68,"Dubai, United Arab Emirates","United Arab Emirates",Married,4,"Bachelor of Arts/Science, University of Washington",1
"Jean Salata",2.4,Chile,finance,1299,55,"Hong Kong, Hong Kong",Chile,Married,NULL,"Bachelor of Business Administration, University of Pennsylvania, The Wharton School",1
"Alice Schwartz",2.4,"United States",biotech,1299,94,"El Cerrito, California","United States",Widowed,2,"Bachelor of Arts/Science, University of California, Berkeley",1
"William Stone",2.4,"United States",software,1299,66,"Naples, Florida","United States",Married,3,"Bachelor of Arts/Science, Marquette University",1
"Roman Trotsenko",2.4,Russia,"transport, engineering, real estate",1299,50,"Moscow, Russia",Russia,Married,2,"Master of Laws, Moscow State University",1
"Xiong Shaoming",2.4,China,e-cigarettes,1299,50,"Shenzhen, China",China,NULL,NULL,"Bachelor of Science, Wuhan University of Technology",1
"Zhang Zhixiang",2.4,China,steel,1299,54,"Beijing, China",China,NULL,NULL,"Doctorate, Zhejiang University of Technology",1
"Carlos Ardila LÃ¼lle",2.3,Colombia,"soft drinks, diversified",1362,90,"Bogota, Colombia",Colombia,Married,NULL,"Bachelor of Engineering, Universidad Nacional de Colombia",1
"Chen Zhisong",2.3,China,"communication equipment",1362,55,"Xiamen, China",China,NULL,NULL,"Bachelor of Arts/Science, Xiamen University",1
"Jim Coulter",2.3,"United States","private equity",1362,61,"San Francisco, California","United States",Married,3,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Stanford University",1
"Noam Gottesman",2.3,"United States","hedge funds",1362,59,"New York, New York","United States",Married,4,"Bachelor of Arts/Science, Columbia University",1
"Joseph Grendys",2.3,"United States","poultry processing",1362,59,"Chicago, Illinois","United States",Single,NULL,"Bachelor of Arts/Science, Loyola University Chicago",1
"David Hains",2.3,Australia,Investments,1362,90,"Melbourne, Australia",Australia,Widowed,5,"Bachelor of Science in Engineering, University of Melbourne",1
"Michael Hintze",2.3,Australia,investment,1362,67,"London, United Kingdom",Australia,Married,4,"Master of Business Administration, Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney",1
"Jared Isaacman",2.3,"United States","payment processing",1362,38,"Easton, Pennsylvania","United States",Married,NULL,"Bachelor of Arts/Science, Embry-Riddle Aeronautical University",1
"Jiang Weiping & family",2.3,China,chemicals,1362,66,"Chengdu, China",China,Married,NULL,"Bachelor of Science in Engineering, Xihua University",1
"Jim Kavanaugh",2.3,"United States","IT provider",1362,58,"St. Louis, Missouri","United States",NULL,NULL,"Bachelor of Arts/Science, St. Louis University",1
"Eiichi Kuriwada",2.3,Japan,"package delivery",1362,74,"Osaka, Japan",Japan,Married,3,"High School Graduate, Arai High School",1
"Lai Jianfa",2.3,China,"express delivery",1362,NULL,"Shanghai, China",China,NULL,NULL,"Master of Business Administration, Fudan University",1
"Lam Kong",2.3,China,pharmaceutical,1362,56,"Hong Kong, Hong Kong",China,NULL,NULL,"Bachelor of Arts/Science, Guangdong Medical College",1
"Alexander Mamut",2.3,Russia,investments,1362,61,"Moscow, Russia",Russia,Widowed,5,"LLB, Moscow State University",1
"Daniel Mate",2.3,Spain,"mining, commodities",1362,57,"Kanton Schwyz, Switzerland",Spain,Married,2,"Bachelor of Arts/Science, Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto",1
"Clayton Mathile",2.3,"United States","pet food",1362,80,"Brookville, Ohio","United States",Married,5,"Bachelor of Arts/Science, Ohio Northern University",1
"Aristotelis Mistakidis",2.3,Greece,"mining, commodities",1362,59,"Zug, Switzerland",Greece,Married,1,"Bachelor of Arts/Science, London School of Economics",1
"Andrew Paradise",2.3,"United States","online games",1362,39,"San Francisco, California","United States",NULL,NULL,"Bachelor of Arts/Science, University of Massachusetts",1
"Michael Saylor",2.3,"United States",cryptocurrency,1362,56,"Vienna, Virginia","United States",Single,NULL,"Bachelor of Arts/Science, Massachusetts Institute of Technology",1
"Vijay Shekhar Sharma",2.3,India,"financial technology",1362,42,"Delhi, India",India,Married,1,"Bachelor of Science in Engineering, Delhi University",1
"Sun Huaiqing & family",2.3,China,cosmetics,1362,51,"Guangzhou, China",China,Married,NULL,"EMBA, Guanghua School of Management",1
